date,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2004-02-12 11:02:39,0.061453,0.073843,0.084462,0.045081
2004-02-12 11:12:39,0.061361,0.075606,0.082837,0.045118
2004-02-12 11:22:39,0.061669,0.073281,0.084886,0.044171
2004-02-12 11:32:39,0.061944,0.074592,0.082623,0.044658
2004-02-12 11:42:39,0.061231,0.074171,0.082021,0.04384
2004-02-12 11:52:39,0.062281,0.075808,0.084373,0.044273
2004-02-12 12:02:39,0.059893,0.075117,0.084504,0.043972
2004-02-12 12:12:39,0.062369,0.075507,0.082236,0.04417
2004-02-12 12:22:39,0.060838,0.074649,0.080554,0.043604
2004-02-12 12:32:39,0.061091,0.07483,0.080785,0.043523
2004-02-12 12:42:39,0.062604,0.075492,0.080622,0.044678
2004-02-12 12:52:39,0.062341,0.075603,0.080395,0.044246
2004-02-12 13:02:39,0.061631,0.075282,0.081002,0.044687
2004-02-12 13:12:39,0.061883,0.075994,0.083308,0.044552
2004-02-12 13:22:39,0.061244,0.074035,0.080163,0.043482
2004-02-12 13:32:39,0.061474,0.075331,0.081759,0.044156
2004-02-12 13:42:39,0.061842,0.075818,0.081509,0.043554
2004-02-12 13:52:39,0.062211,0.075919,0.080892,0.043926
2004-02-12 14:02:39,0.062623,0.076409,0.082298,0.043764
2004-02-12 14:12:39,0.062513,0.074906,0.08181,0.04343
2004-02-12 14:22:39,0.062604,0.076511,0.081138,0.045041
2004-02-12 14:32:39,0.062447,0.076648,0.083573,0.044517
2004-02-12 14:42:39,0.061329,0.075148,0.082571,0.044143
2004-02-12 14:52:39,0.061449,0.076666,0.080874,0.043866
2004-02-12 15:02:39,0.061288,0.075562,0.082175,0.044179
2004-02-12 15:12:39,0.061904,0.075154,0.082514,0.043844
2004-02-12 15:22:39,0.06189,0.075881,0.080265,0.043735
2004-02-12 15:32:39,0.061726,0.075647,0.081357,0.04328
2004-02-12 15:42:39,0.063208,0.075515,0.08135,0.045092
2004-02-12 15:52:39,0.060691,0.076114,0.08007,0.04403
2004-02-12 16:02:39,0.062273,0.076441,0.082005,0.044521
2004-02-12 16:12:39,0.061525,0.077322,0.083417,0.044206
2004-02-12 16:22:39,0.061506,0.075809,0.079354,0.044173
2004-02-12 16:32:39,0.060628,0.076185,0.08224,0.044367
2004-02-12 16:42:39,0.062685,0.076528,0.081331,0.044789
2004-02-12 16:52:39,0.061219,0.075748,0.082367,0.044381
2004-02-12 17:02:39,0.061414,0.076755,0.08168,0.045032
2004-02-12 17:12:39,0.061578,0.077016,0.081989,0.044673
2004-02-12 17:22:39,0.061916,0.075827,0.081084,0.044194
2004-02-12 17:32:39,0.061147,0.075492,0.079662,0.043655
2004-02-12 17:42:39,0.061458,0.075107,0.078588,0.044209
2004-02-12 17:52:39,0.061382,0.076712,0.081844,0.04397
2004-02-12 18:02:39,0.060115,0.07535,0.081259,0.044295
2004-02-12 18:12:39,0.062268,0.076083,0.082186,0.044435
2004-02-12 18:22:39,0.060795,0.074914,0.082783,0.044284
2004-02-12 18:32:39,0.061784,0.076345,0.081283,0.044676
2004-02-12 18:42:39,0.060625,0.074741,0.079505,0.043782
2004-02-12 18:52:39,0.061514,0.076694,0.081017,0.044541
2004-02-12 19:02:39,0.061634,0.076289,0.080076,0.044699
2004-02-12 19:12:39,0.062391,0.075971,0.08021,0.043931
2004-02-12 19:22:39,0.060579,0.076139,0.079994,0.045378
2004-02-12 19:32:39,0.060347,0.074787,0.081324,0.043912
2004-02-12 19:42:39,0.061459,0.076209,0.081615,0.044705
2004-02-12 19:52:39,0.06092,0.076059,0.080234,0.043869
2004-02-12 20:02:39,0.060964,0.075276,0.079479,0.043129
2004-02-12 20:12:39,0.060199,0.074812,0.07935,0.042924
2004-02-12 20:22:39,0.061615,0.076988,0.081461,0.043105
2004-02-12 20:32:39,0.062091,0.075837,0.080928,0.044374
2004-02-12 20:42:39,0.060783,0.075891,0.081367,0.043353
2004-02-12 20:52:39,0.062264,0.075715,0.081276,0.04516
2004-02-12 21:02:39,0.060655,0.076351,0.079167,0.044337
2004-02-12 21:12:39,0.060836,0.07515,0.080728,0.043987
2004-02-12 21:22:39,0.060681,0.076043,0.079277,0.044346
2004-02-12 21:32:39,0.060812,0.076168,0.081372,0.043722
2004-02-12 21:42:39,0.060511,0.07613,0.080503,0.043658
2004-02-12 21:52:39,0.060513,0.076327,0.080492,0.043178
2004-02-12 22:02:39,0.060746,0.076049,0.080589,0.044358
2004-02-12 22:12:39,0.0594,0.074861,0.079829,0.044024
2004-02-12 22:22:39,0.060528,0.076733,0.081935,0.044244
2004-02-12 22:32:39,0.06077,0.075724,0.080634,0.04505
2004-02-12 22:42:39,0.061741,0.077803,0.08116,0.044401
2004-02-12 22:52:39,0.061894,0.076975,0.081865,0.04471
2004-02-12 23:02:39,0.061242,0.075462,0.079192,0.044679
2004-02-12 23:12:39,0.060409,0.076733,0.080578,0.044153
2004-02-12 23:22:39,0.061592,0.076023,0.080132,0.043752
2004-02-12 23:32:39,0.060022,0.075042,0.077044,0.043951
2004-02-12 23:42:39,0.060836,0.076332,0.082315,0.044577
2004-02-12 23:52:39,0.060486,0.074878,0.081005,0.04337
2004-02-13 00:02:39,0.059131,0.074978,0.079529,0.04444
2004-02-13 00:12:39,0.06068,0.075668,0.079936,0.044062
2004-02-13 00:22:39,0.060733,0.074541,0.077846,0.044542
2004-02-13 00:32:39,0.061103,0.076386,0.078024,0.043665
2004-02-13 00:42:39,0.060747,0.075226,0.078773,0.044579
2004-02-13 00:52:39,0.060912,0.07495,0.078956,0.043507
2004-02-13 01:02:39,0.05888,0.074507,0.078519,0.044343
2004-02-13 01:12:39,0.06084,0.076191,0.081012,0.044846
2004-02-13 01:22:39,0.061193,0.075769,0.081815,0.043842
2004-02-13 01:32:39,0.062056,0.075661,0.07987,0.043572
2004-02-13 01:42:39,0.060057,0.075267,0.08102,0.044223
2004-02-13 01:52:39,0.060577,0.075366,0.081693,0.043524
2004-02-13 02:02:39,0.059359,0.075015,0.078929,0.044104
2004-02-13 02:12:39,0.061483,0.075774,0.081105,0.043933
2004-02-13 02:22:39,0.060679,0.076051,0.079105,0.044017
2004-02-13 02:32:39,0.061475,0.075944,0.079981,0.044492
2004-02-13 02:42:39,0.060369,0.076399,0.079263,0.044408
2004-02-13 02:52:39,0.061072,0.075495,0.078221,0.044877
2004-02-13 03:02:39,0.059842,0.075834,0.079184,0.044271
2004-02-13 03:12:39,0.061092,0.075343,0.079444,0.043946
2004-02-13 03:22:39,0.060355,0.075732,0.07927,0.044436
2004-02-13 03:32:39,0.060179,0.075855,0.079969,0.043997
2004-02-13 03:42:39,0.060262,0.076661,0.07849,0.044151
2004-02-13 03:52:39,0.060677,0.075924,0.078545,0.044214
2004-02-13 04:02:39,0.061193,0.076425,0.079673,0.044616
2004-02-13 04:12:39,0.060404,0.075357,0.078925,0.043873
2004-02-13 04:22:39,0.059834,0.075744,0.080421,0.043632
2004-02-13 04:32:39,0.059873,0.075294,0.07885,0.043904
2004-02-13 04:42:39,0.061042,0.075411,0.07981,0.044983
2004-02-13 04:52:39,0.060098,0.07588,0.079282,0.044055
2004-02-13 05:02:39,0.060137,0.074229,0.07923,0.043625
2004-02-13 05:12:39,0.061294,0.076604,0.081795,0.045006
2004-02-13 05:22:39,0.059829,0.075426,0.079466,0.043982
2004-02-13 05:32:39,0.06035,0.076157,0.078181,0.043504
2004-02-13 05:42:39,0.059495,0.074742,0.079674,0.044067
2004-02-13 05:52:39,0.062272,0.075674,0.080641,0.044513
2004-02-13 06:02:39,0.060693,0.075515,0.080986,0.043849
2004-02-13 06:12:39,0.061147,0.077024,0.079852,0.044784
2004-02-13 06:22:39,0.060678,0.075371,0.080427,0.044108
2004-02-13 06:32:39,0.060589,0.076097,0.078058,0.044236
2004-02-13 06:42:39,0.061254,0.076067,0.080877,0.043198
2004-02-13 06:52:39,0.061406,0.07517,0.08102,0.044216
2004-02-13 07:02:39,0.062208,0.076138,0.07912,0.044289
2004-02-13 07:12:39,0.060342,0.074355,0.079493,0.043418
2004-02-13 07:22:39,0.060596,0.076829,0.079294,0.043697
2004-02-13 07:32:39,0.060213,0.075106,0.078211,0.043057
2004-02-13 07:42:39,0.059976,0.075094,0.079209,0.043932
2004-02-13 07:52:39,0.060207,0.075327,0.079372,0.044305
2004-02-13 08:02:39,0.059258,0.074936,0.078028,0.043767
2004-02-13 08:12:39,0.060104,0.07615,0.081128,0.043832
2004-02-13 08:22:39,0.059884,0.07546,0.081519,0.043973
2004-02-13 08:32:39,0.060052,0.075006,0.079031,0.043597
2004-02-13 08:42:39,0.060548,0.07563,0.08204,0.04351
2004-02-13 08:52:39,0.061009,0.076224,0.080195,0.044106
2004-02-13 09:02:39,0.061487,0.075246,0.080922,0.0436
2004-02-13 09:12:39,0.061329,0.076667,0.08046,0.044433
2004-02-13 09:22:39,0.060149,0.076112,0.079764,0.043992
2004-02-13 09:32:39,0.061197,0.076722,0.080069,0.044654
2004-02-13 09:42:39,0.059392,0.075563,0.077146,0.042838
2004-02-13 09:52:39,0.060437,0.07584,0.07773,0.043917
2004-02-13 10:02:39,0.060983,0.075779,0.079886,0.044015
2004-02-13 10:12:39,0.060269,0.075714,0.080099,0.044153
2004-02-13 10:22:39,0.060636,0.07651,0.080952,0.043818
2004-02-13 10:32:39,0.05984,0.07508,0.08053,0.043945
2004-02-13 10:42:39,0.059756,0.076624,0.082401,0.043657
2004-02-13 10:52:39,0.060064,0.075802,0.079544,0.043694
2004-02-13 11:02:39,0.059673,0.075937,0.078586,0.044977
2004-02-13 11:12:39,0.059917,0.074877,0.077994,0.043643
2004-02-13 11:22:39,0.060454,0.076068,0.079682,0.043468
2004-02-13 11:32:39,0.059074,0.075135,0.078089,0.043891
2004-02-13 11:42:39,0.061994,0.075433,0.08012,0.044459
2004-02-13 11:52:39,0.060447,0.076248,0.079511,0.043843
2004-02-13 12:02:39,0.060251,0.075753,0.08078,0.044865
2004-02-13 12:12:39,0.060385,0.07533,0.078783,0.043779
2004-02-13 12:22:39,0.061078,0.075123,0.077513,0.043422
2004-02-13 12:32:39,0.061373,0.076863,0.081695,0.044475
2004-02-13 12:42:39,0.06201,0.076154,0.077539,0.043977
2004-02-13 12:52:39,0.060472,0.074789,0.079498,0.043396
2004-02-13 13:02:39,0.060984,0.075507,0.079217,0.043796
2004-02-13 13:12:39,0.060281,0.07527,0.07783,0.044399
2004-02-13 13:22:39,0.061897,0.076695,0.079403,0.04419
2004-02-13 13:32:39,0.060446,0.075192,0.077114,0.0443
2004-02-13 13:42:39,0.060856,0.076334,0.080895,0.043893
2004-02-13 13:52:39,0.060013,0.075302,0.076591,0.04345
2004-02-13 14:02:39,0.061262,0.075491,0.078893,0.042973
2004-02-13 14:12:39,0.060606,0.075922,0.079821,0.04391
2004-02-13 14:22:39,0.061083,0.076091,0.079827,0.043897
2004-02-13 14:32:39,0.061343,0.075987,0.078908,0.044306
2004-02-13 14:42:39,0.061139,0.076679,0.079097,0.044932
2004-02-13 14:52:39,0.060456,0.0748,0.077604,0.043135
2004-02-13 15:02:39,0.06176,0.075513,0.078774,0.043683
2004-02-13 15:12:39,0.06003,0.075344,0.077086,0.043551
2004-02-13 15:22:39,0.0596,0.075504,0.077681,0.043051
2004-02-13 15:32:39,0.060474,0.075148,0.076869,0.044094
2004-02-13 15:42:39,0.059729,0.075848,0.078287,0.043949
2004-02-13 15:52:39,0.06159,0.075971,0.078094,0.043982
2004-02-13 16:02:39,0.059642,0.075341,0.077927,0.043995
2004-02-13 16:12:39,0.059425,0.07496,0.077726,0.044445
2004-02-13 16:22:39,0.060486,0.075057,0.075988,0.043837
2004-02-13 16:32:39,0.060227,0.075259,0.077163,0.04358
2004-02-13 16:42:39,0.060191,0.075538,0.079712,0.043948
2004-02-13 16:52:39,0.059485,0.074592,0.077192,0.043131
2004-02-13 17:02:39,0.06154,0.07549,0.079127,0.044156
2004-02-13 17:12:39,0.060072,0.075656,0.079824,0.043456
2004-02-13 17:22:39,0.061409,0.075826,0.078579,0.044124
2004-02-13 17:32:39,0.060335,0.075846,0.081019,0.044061
2004-02-13 17:42:39,0.06182,0.075874,0.078944,0.045659
2004-02-13 17:52:39,0.059261,0.074926,0.076827,0.04355
2004-02-13 18:02:39,0.060584,0.075729,0.077699,0.044301
2004-02-13 18:12:39,0.059596,0.075079,0.077059,0.042941
2004-02-13 18:22:39,0.06156,0.074947,0.079189,0.044725
2004-02-13 18:32:39,0.06117,0.075275,0.076717,0.04438
2004-02-13 18:42:39,0.060976,0.075335,0.076531,0.044206
2004-02-13 18:52:39,0.061459,0.075422,0.080225,0.044671
2004-02-13 19:02:39,0.060092,0.075857,0.07878,0.044406
2004-02-13 19:12:39,0.059944,0.075792,0.080976,0.043321
2004-02-13 19:22:39,0.059244,0.073901,0.078509,0.042873
2004-02-13 19:32:39,0.060382,0.075941,0.078677,0.044087
2004-02-13 19:42:39,0.060474,0.074897,0.077739,0.044247
2004-02-13 19:52:39,0.062166,0.07611,0.079563,0.043987
2004-02-13 20:02:39,0.060529,0.074894,0.077815,0.044084
2004-02-13 20:12:39,0.060184,0.075952,0.079372,0.043324
2004-02-13 20:22:39,0.060938,0.075689,0.079279,0.044489
2004-02-13 20:32:39,0.059733,0.074364,0.078052,0.044239
2004-02-13 20:42:39,0.059665,0.075206,0.077323,0.043511
2004-02-13 20:52:39,0.059738,0.074568,0.077853,0.043918
2004-02-13 21:02:39,0.060895,0.075871,0.077167,0.044325
2004-02-13 21:12:39,0.060446,0.076086,0.077555,0.044854
2004-02-13 21:22:39,0.060672,0.073892,0.075866,0.043139
2004-02-13 21:32:39,0.059934,0.073886,0.077226,0.043313
2004-02-13 21:42:39,0.061668,0.075874,0.078941,0.044814
2004-02-13 21:52:39,0.060855,0.075413,0.079641,0.04414
2004-02-13 22:02:39,0.060808,0.074722,0.078544,0.042948
2004-02-13 22:12:39,0.061981,0.075919,0.080549,0.0448
2004-02-13 22:22:39,0.061028,0.075026,0.0784,0.044763
2004-02-13 22:32:39,0.060548,0.075247,0.077229,0.044763
2004-02-13 22:42:39,0.061289,0.075495,0.079613,0.044077
2004-02-13 22:52:39,0.061179,0.074688,0.077205,0.044075
2004-02-13 23:02:39,0.061738,0.075791,0.078434,0.044428
2004-02-13 23:12:39,0.061184,0.074755,0.076655,0.04378
2004-02-13 23:22:39,0.060833,0.074841,0.077788,0.04409
2004-02-13 23:32:39,0.05983,0.074892,0.077782,0.043486
2004-02-13 23:42:39,0.061067,0.074635,0.077966,0.043447
2004-02-13 23:52:39,0.061002,0.074126,0.078171,0.043681
2004-02-14 00:02:39,0.060414,0.074308,0.078069,0.044042
2004-02-14 00:12:39,0.059961,0.074678,0.077953,0.043557
2004-02-14 00:22:39,0.060194,0.074982,0.077626,0.044558
2004-02-14 00:32:39,0.061524,0.075551,0.077331,0.043913
2004-02-14 00:42:39,0.061169,0.07546,0.078992,0.044504
2004-02-14 00:52:39,0.060856,0.075051,0.076067,0.044689
2004-02-14 01:02:39,0.061241,0.074749,0.079081,0.045277
2004-02-14 01:12:39,0.060006,0.075069,0.075199,0.043815
2004-02-14 01:22:39,0.061501,0.075199,0.078563,0.045405
2004-02-14 01:32:39,0.060511,0.075356,0.076395,0.043385
2004-02-14 01:42:39,0.061435,0.074778,0.07651,0.044046
2004-02-14 01:52:39,0.061868,0.075021,0.079235,0.043855
2004-02-14 02:02:39,0.06162,0.075596,0.077451,0.044052
2004-02-14 02:12:39,0.060885,0.075129,0.077925,0.044743
2004-02-14 02:22:39,0.060745,0.074669,0.077511,0.043933
2004-02-14 02:32:39,0.061348,0.074798,0.077162,0.043666
2004-02-14 02:42:39,0.060208,0.073752,0.077859,0.043969
2004-02-14 02:52:39,0.060878,0.07506,0.080038,0.04515
2004-02-14 03:02:39,0.059485,0.074018,0.076059,0.043871
2004-02-14 03:12:39,0.060625,0.075964,0.077,0.043996
2004-02-14 03:22:39,0.061269,0.075373,0.079684,0.04442
2004-02-14 03:32:39,0.059715,0.075556,0.080258,0.044595
2004-02-14 03:42:39,0.060783,0.075281,0.076982,0.04479
2004-02-14 03:52:39,0.060065,0.074863,0.080951,0.044784
2004-02-14 04:02:39,0.060132,0.076038,0.077884,0.044472
2004-02-14 04:12:39,0.059832,0.074481,0.076453,0.043974
2004-02-14 04:22:39,0.059942,0.075703,0.076839,0.044329
2004-02-14 04:32:39,0.061769,0.075205,0.078289,0.043908
2004-02-14 04:42:39,0.060618,0.074762,0.077772,0.043842
2004-02-14 04:52:39,0.060333,0.074928,0.078385,0.044326
2004-02-14 05:02:39,0.060551,0.075571,0.078127,0.044465
2004-02-14 05:12:39,0.060466,0.075523,0.077232,0.044004
2004-02-14 05:22:39,0.060803,0.075408,0.077551,0.044787
2004-02-14 05:32:39,0.059502,0.074155,0.076557,0.043588
2004-02-14 05:42:39,0.061729,0.07619,0.078904,0.043791
2004-02-14 05:52:39,0.061144,0.075473,0.077748,0.044414
2004-02-14 06:02:39,0.061067,0.07541,0.077121,0.04394
2004-02-14 06:12:39,0.061124,0.074496,0.07776,0.044272
2004-02-14 06:22:39,0.059735,0.073983,0.078685,0.04322
2004-02-14 06:32:39,0.059893,0.075133,0.077931,0.043522
2004-02-14 06:42:39,0.061934,0.074398,0.078376,0.04406
2004-02-14 06:52:39,0.061505,0.075127,0.076554,0.043808
2004-02-14 07:02:39,0.06125,0.075462,0.078434,0.044721
2004-02-14 07:12:39,0.061624,0.074914,0.07958,0.043949
2004-02-14 07:22:39,0.059833,0.075045,0.078571,0.043931
2004-02-14 07:32:39,0.060171,0.074792,0.077264,0.044603
2004-02-14 07:42:39,0.061062,0.074866,0.077515,0.043199
2004-02-14 07:52:39,0.061518,0.074749,0.076309,0.044899
2004-02-14 08:02:39,0.060233,0.074952,0.077158,0.043799
2004-02-14 08:12:39,0.061497,0.074624,0.078984,0.044156
2004-02-14 08:22:39,0.061528,0.074922,0.077548,0.044625
2004-02-14 08:32:39,0.062093,0.074996,0.0778,0.044117
2004-02-14 08:42:39,0.060525,0.074626,0.075941,0.043775
2004-02-14 08:52:39,0.061783,0.074485,0.076533,0.044125
2004-02-14 09:02:39,0.060192,0.074239,0.074968,0.043918
2004-02-14 09:12:39,0.061219,0.074873,0.07678,0.043948
2004-02-14 09:22:39,0.060751,0.073947,0.077765,0.043906
2004-02-14 09:32:39,0.060482,0.072823,0.077332,0.043428
2004-02-14 09:42:39,0.06114,0.07424,0.078565,0.043568
2004-02-14 09:52:39,0.061594,0.07506,0.077101,0.044419
2004-02-14 10:02:39,0.05992,0.074072,0.075821,0.043871
2004-02-14 10:12:39,0.060994,0.075732,0.077634,0.043547
2004-02-14 10:22:39,0.059914,0.073965,0.076581,0.043572
2004-02-14 10:32:39,0.060802,0.075748,0.078172,0.044193
2004-02-14 10:42:39,0.060124,0.074332,0.075874,0.043823
2004-02-14 10:52:39,0.060858,0.075782,0.076552,0.04439
2004-02-14 11:02:39,0.060175,0.07369,0.07877,0.044275
2004-02-14 11:12:39,0.061315,0.075162,0.080282,0.045104
2004-02-14 11:22:39,0.060546,0.074584,0.081144,0.045275
2004-02-14 11:32:39,0.061403,0.075104,0.077774,0.044761
2004-02-14 11:42:39,0.06031,0.074152,0.077887,0.044624
2004-02-14 11:52:39,0.061759,0.074259,0.077899,0.044647
2004-02-14 12:02:39,0.060994,0.075593,0.081577,0.043969
2004-02-14 12:12:39,0.060787,0.075125,0.078856,0.045051
2004-02-14 12:22:39,0.061414,0.074615,0.078021,0.043866
2004-02-14 12:32:39,0.062449,0.075294,0.078125,0.044412
2004-02-14 12:42:39,0.059459,0.074923,0.078872,0.04369
2004-02-14 12:52:39,0.060735,0.074114,0.076913,0.044583
2004-02-14 13:02:39,0.059924,0.07451,0.077861,0.043507
2004-02-14 13:12:39,0.06184,0.074274,0.077314,0.04416
2004-02-14 13:22:39,0.060686,0.074054,0.07536,0.044244
2004-02-14 13:32:39,0.061264,0.074342,0.075918,0.044144
2004-02-14 13:42:39,0.060815,0.075341,0.076935,0.043965
2004-02-14 13:52:39,0.059996,0.073718,0.07647,0.044024
2004-02-14 14:02:39,0.061104,0.074583,0.07541,0.044967
2004-02-14 14:12:39,0.061575,0.075981,0.079004,0.044228
2004-02-14 14:22:39,0.062032,0.075797,0.078471,0.044364
2004-02-14 14:32:39,0.061577,0.074334,0.074244,0.043741
2004-02-14 14:42:39,0.060447,0.07434,0.075149,0.044547
2004-02-14 14:52:39,0.061389,0.074832,0.077115,0.044203
2004-02-14 15:02:39,0.060815,0.074033,0.077293,0.043104
2004-02-14 15:12:39,0.061808,0.074701,0.076394,0.043783
2004-02-14 15:22:39,0.060155,0.07388,0.077366,0.043658
2004-02-14 15:32:39,0.060738,0.074437,0.077056,0.043799
2004-02-14 15:42:39,0.060312,0.074332,0.075736,0.043264
2004-02-14 15:52:39,0.061462,0.074506,0.077542,0.043935
2004-02-14 16:02:39,0.061589,0.073372,0.077567,0.044077
2004-02-14 16:12:39,0.060126,0.0756,0.076104,0.04431
2004-02-14 16:22:39,0.061396,0.074134,0.076721,0.04413
2004-02-14 16:32:39,0.061448,0.075152,0.077242,0.043966
2004-02-14 16:42:39,0.060297,0.074452,0.077383,0.043867
2004-02-14 16:52:39,0.061688,0.075252,0.076325,0.043965
2004-02-14 17:02:39,0.059889,0.0739,0.078549,0.044593
2004-02-14 17:12:39,0.061402,0.075277,0.077836,0.043998
